reg_no,semester,course1_marks,course2_marks,course3_marks,course4_marks,course5_marks,currentCGPA,previousCGPA,totalcredithours,high_edu,next_semester_CGPA,next_semester_grade,recommendation,reg_date,attendanceRate,studyHours,gender,email,No_prev_attempts,disability
a2e61533ed60ff9c1a51d59200dc3109e177edba767d4da074dec8f6b288f4f9,7,58,62,83,72,62,3.33,3.53,19,Diploma,3.49,B+,Low Risk,08/02/2021,81,17.9,Male,8298f7676f6540e7e59a7f4346769cea76798024e69636c5798c8e292ee2fecd,0,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,94,58,56,73,56,2.09,2.09,18,Diploma,1.77,C-,High Risk,01/02/2020,76.46,7.5,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,0,Yes
453f6ff604a11f37accc5274845390f91e7bd86546fedfae493981d2bfe34648,6,89,95,83,78,53,3.09,3.09,15,Bachelor's Degree,3.03,B,Low Risk,16/09/2020,93,24.1,Female,8865a7ad2b21e86139b59f47ec642a8dd057dc002fdcc30032da898db7d77711,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,9,52,70,53,53,78,1.78,2.14,14,Bachelor's Degree,1.68,C-,Probation,18/09/2021,71,7.8,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,1,No
ed965852dae776c4a025baed87e87e058f218aed720e464ec69277a11d1208f8,3,52,82,84,61,51,3.8,3.41,17,Bachelor's Degree,3.68,A-,Low Risk,09/02/2020,90,19.1,Female,620e50394679b6556d4207f1b202027f250d7b5c403be4a9e51c96cc713ca89c,2,No
29b07d42da1208bb683a3d3e6c6b33027ee0d7945bc9af8a9422dbb5e2d2902f,3,79,53,85,95,72,2.68,2.58,16,Bachelor's Degree,2.65,C+,Medium Risk,23/02/2021,89,24.7,Female,074f71fc5e6c8f9c6d171ac18cd7035f94369b54196b3370b4fb2616f2f6ba70,2,No
34cfa4ed1308a63107be215e2f40107df2c24d889f956b1c098982b0d072aea1,3,73,71,81,54,78,2.8,3.05,12,Bachelor's Degree,2.69,B-,Medium Risk,07/09/2021,86,22,Female,f901f9176cf322914efda7b7a2570e7803c3d077410d51191446db979b1e7cbc,1,No
2d756329138d027bcd3952730b4b70abe41d968b597a9d6d2c68a059b48a4934,2,65,91,76,88,89,2.63,2.53,14,Bachelor's Degree,2.87,B-,Medium Risk,23/02/2021,98,22.6,Female,89628512f1d3da5142861ff70d01073b1be983de0e6182aad07d17f23fcf710f,3,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,91,86,75,66,64,2.27,2.27,17,Diploma,1.87,C-,High Risk,07/09/2021,70.59,14.9,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,67,82,53,55,63,1.93,2.3,12,Bachelor's Degree,1.93,C-,Probation,05/02/2020,79,20,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,3,No
42c26d2d236a63f25036ef0fa971f9fad1a794848f00ec485c81729a5a17df31,2,53,69,77,53,57,2.48,2.26,19,Bachelor's Degree,2.87,B-,Medium Risk,15/02/2020,71,20.8,Male,498c72c1c5da10e799989d58835283a08940017fd090a1d63de31e8859670ba5,0,Yes
8d91aae3f5a98c2decc30f57435753ae0d89fa920a55dbb42ca4dd864a374258,6,62,91,95,84,55,2.31,2.31,15,Bachelor's Degree,2.56,C+,Medium Risk,23/09/2020,85,15.6,Female,62784a64b7ef1cd017ac30ab1cf309832ca4ca345c92f2292c9cb03a5bc0a339,2,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,9,74,79,80,88,50,1.37,1.74,18,Diploma,1.37,D+,Dropout,03/09/2021,75,15.3,Female,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,0,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,6,60,63,65,91,91,2.27,2.27,17,Bachelor's Degree,1.97,C-,High Risk,22/02/2021,77.98,16,Female,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,65,78,77,66,71,2.53,2.53,12,Diploma,2.73,B-,Medium Risk,23/02/2021,95,25,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,2,70,75,86,67,80,1.92,2.2,15,Bachelor's Degree,1.92,C-,Probation,18/02/2020,82,14,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
ef3cb11e8ad91fc0dee3f8e48c1084dd2d7359e4c334ee25e60b4f871e436dca,4,79,68,86,71,60,3.08,3.25,13,Bachelor's Degree,3.43,B+,Low Risk,10/02/2021,96,19.9,Female,f0dccbf542c17517282e22febab5261b2e86e292c6984d86ca228314508539b4,3,No
cf6d49bb22a64f3b1fc8443ef87028acf05e8e6913586ecd1ea13c1b23af863d,2,66,54,54,77,72,2.48,2.18,12,Bachelor's Degree,2.44,C+,Medium Risk,23/09/2020,94,22.4,Female,ab056984494c0ea4a670f01f58514849ebf8f2d597f154dfe544a24fad7fe5b5,1,No
c612afed7fe3aed545be4a429b699d4defa30f253e5af93c38b2ba2eb07ee2f1,7,87,63,74,54,86,3.77,3.53,12,Bachelor's Degree,3.38,B+,Low Risk,26/09/2020,82,15.6,Female,42a41630d3cfd9c666a92125b371380c2bf3f357d23955bf23b2519fd0e68a21,1,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,3,77,56,50,94,60,1.76,2.05,13,Bachelor's Degree,1.68,C-,Probation,17/02/2021,94,17.9,Female,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,1,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,63,57,51,77,66,2.39,2.39,13,Bachelor's Degree,2.55,C+,Medium Risk,04/09/2020,90,19.7,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,4,52,67,78,73,52,1.21,1.56,19,Bachelor's Degree,1.22,D,Dropout,26/09/2020,80,15,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
579372d47feb74c86ff3a45ca0dd44e094069d423608be1924b14bafb6693a4f,9,67,50,87,88,71,1.69,1.87,14,Bachelor's Degree,1.54,D+,Dropout,08/09/2020,86,14.7,Male,21d7217c769d295d0441b2810775c3d47d0c732f9b1dab99c8baade35eb5d569,0,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,72,88,50,72,90,3.49,3.49,17,Bachelor's Degree,3.31,B,Low Risk,01/09/2021,88,19.4,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,Yes
7667cad904fb4c4c602daa93b0547afe21b089a1e3bb4ba3cb808df80f25b9d9,4,95,94,93,86,84,3.42,3.34,12,Diploma,3.42,B+,Low Risk,18/02/2021,85,18.9,Female,99570e5f71a5acf29f983bc49c29762741ef1f6544023c6c9a6eb4d62a7090c7,3,No
1cd0619a5232ea78d0d3f21c01eff9a0c29c198234a7b429af1a7d75cab504ec,3,58,80,76,70,53,2.65,2.63,14,Bachelor's Degree,2.65,C+,Medium Risk,15/02/2021,73,18.3,Female,27d0b153d7981341bfddf26bf912273052cb634822a16b1897372c0dde5bc3c4,0,No
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,5,65,71,63,84,84,1.6,1.67,13,Bachelor's Degree,1.6,D+,Dropout,20/09/2020,71,11.3,Male,f18dd578f8ac6634b9f1c1f4f3f1c2fafd96208d4d0f4a643afa3bc9117f6f63,2,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,3,83,66,90,54,64,1.87,1.86,13,Bachelor's Degree,1.54,D+,Dropout,03/02/2020,77,6.1,Female,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,2,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,8,57,56,61,52,93,1.86,1.94,19,Bachelor's Degree,2.1,C,Dropout,13/02/2021,72,15.2,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,3,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,2,67,93,79,60,85,1.81,2.04,16,Bachelor's Degree,1.81,C-,Probation,17/09/2021,96,10.9,Male,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,1,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,8,79,92,76,67,58,2.33,2.23,16,Bachelor's Degree,1.96,C-,High Risk,25/09/2021,77.36,15.3,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,67,82,53,55,63,1.93,2.3,12,Bachelor's Degree,1.93,C-,Probation,27/09/2021,79,20,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,2,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,4,56,50,64,94,58,1.87,1.79,18,Bachelor's Degree,1.87,C-,Dropout,05/02/2020,80,11,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,0,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,9,56,52,83,56,56,1.91,2.07,18,Bachelor's Degree,1.91,C-,Probation,21/02/2021,96,12.5,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,No
917ec67cfd95a5844601d1549806bbe8dc5dedf66647887e8f73ea6f5074bb33,1,67,93,77,71,54,2.24,2.24,12,Bachelor's Degree,2.33,C+,Medium Risk,15/02/2020,89,21.9,Male,e07b55e27b629cdd2b0dd650de5741f507e11daeaf631c0fdedfe65e2b513791,1,Yes
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,5,63,71,58,81,57,1.61,1.65,16,Bachelor's Degree,1.61,D+,Dropout,22/09/2021,76,18.4,Female,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,2,Yes
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,9,52,70,53,53,78,1.78,2.14,14,Bachelor's Degree,1.68,C-,Probation,05/02/2021,71,7.8,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,8,90,94,58,61,94,2.02,1.87,16,Bachelor's Degree,1.95,C-,Probation,25/09/2020,89,12.2,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,0,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,7,58,86,63,86,82,2.45,2.21,16,Bachelor's Degree,2.07,C,Medium Risk,14/09/2020,98,15.6,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,9,70,76,85,51,72,1.77,1.99,13,Bachelor's Degree,1.77,C-,Dropout,27/02/2020,70,11.8,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,3,Yes
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,9,77,95,51,94,63,2.23,2.11,14,Diploma,1.91,C-,High Risk,17/02/2020,77.9,9.9,Male,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,0,No
be3944d0b69f913076992806d4c003ba1c31e7463bfee2a12e660cd2ff9dfc52,3,91,95,56,93,89,2.54,2.58,12,Bachelor's Degree,2.43,C+,Medium Risk,10/09/2020,86,22,Male,e68fa94cd729793c15b885adb2860d02ed791ee04156a8e45bf6aeb026a08de4,1,No
94b39f61f8d96add2f5aa43dbaaf4e32c04265c851e5199d409be30e7df30ae5,1,52,63,59,64,75,2.55,2.55,17,Bachelor's Degree,2.68,B-,Medium Risk,06/09/2020,73,19.7,Female,011d9be32109a0c9e58f2289363c93845f527f3866cc25e369068caa63faf042,0,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,68,53,85,53,84,3.51,3.11,16,Bachelor's Degree,3.51,B+,Low Risk,23/02/2021,80,20.2,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,Yes
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,9,74,79,80,88,50,1.37,1.74,18,Bachelor's Degree,1.37,D+,Dropout,12/09/2020,75,15.3,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,1,No
27747826ab721fc3a577b25fa03cd534cf0f67985a87af3b4d1bfee63b45b036,2,91,52,85,53,86,3.98,3.68,12,Bachelor's Degree,3.98,A-,Low Risk,28/02/2021,94,15.7,Female,ac3e2152977920ebcd36219b870a18727f34e11049168ab84ea10f0930b6be38,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,68,59,59,90,70,2.02,2.02,16,Bachelor's Degree,1.89,C-,High Risk,09/02/2020,74.27,8.3,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,3,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,58,80,71,59,87,2.37,2.37,12,Bachelor's Degree,1.99,C-,High Risk,21/09/2020,77.41,12.8,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,56,53,64,51,50,2.27,2.27,15,Bachelor's Degree,2.51,C+,Medium Risk,05/02/2021,86,20.3,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
b00fc8c171ff66562b780e011908ec3844bfd4cc3adb553948cc0f859e0f37fa,6,59,65,70,63,82,2.75,2.75,12,Bachelor's Degree,2.44,C+,Medium Risk,20/02/2021,70,17.8,Female,8284305ac6b24af4351486a0c79357b5f126ed7de5614f305b4e3677e23185d3,3,Yes
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,61,55,91,79,94,2.02,2.02,12,Bachelor's Degree,1.72,C-,High Risk,17/02/2020,79.53,14.4,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,3,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,8,59,80,66,79,67,3.55,3.52,18,Bachelor's Degree,3.34,B+,Low Risk,19/09/2020,72,20.7,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
a510c3a5851ca911412c7a3050c2d507b6196a83771ccc08744798e706619313,1,71,88,85,51,87,3.2,3.2,15,Bachelor's Degree,3.57,B+,Low Risk,06/09/2020,98,18.2,Female,468b62eec1b4f9d38dd8da46b21d9ea19a1e7ae428f4f5b6907977db971c9fb6,1,No
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,7,88,70,73,63,84,1.95,2.1,13,Bachelor's Degree,2.32,C,Probation,27/02/2021,84,15.1,Female,097c87e9905dc9627e21ffab0462c1cde7cf6678cc1258e42a778c4ed3c1f79e,3,No
5db4ce9f5bcf7c3a53e09cee5aff07c2b872688f9ee8cddbd6a323a3d25a8ec1,1,62,72,95,92,69,2.7,2.7,12,Bachelor's Degree,2.74,B-,Medium Risk,27/02/2020,97,17.3,Male,2555f9c84566b46c261f9538581e3beea6ac2c7ae2d47ca069977906a41b3fc8,3,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,4,91,57,71,88,64,2.17,2.24,19,Bachelor's Degree,1.95,C-,High Risk,03/02/2020,77.29,15.8,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,8,66,76,84,57,85,1.94,2.04,12,Bachelor's Degree,1.68,C-,Probation,21/02/2020,98,8.6,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,8,94,66,71,59,89,3.62,3.27,12,Bachelor's Degree,3.27,B,Low Risk,21/02/2021,90,23.3,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,90,80,71,92,54,2.08,2.2,19,Bachelor's Degree,1.84,C-,High Risk,25/09/2020,76.11,14.4,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,2,No
fb53bf910720fe90df30103498e55383924800ff2ba0eada9c2d4b56d7cd4a22,5,59,56,71,69,50,4,4,16,Bachelor's Degree,4,A-,Low Risk,20/09/2021,94,17,Male,35fe8ffea89c7d72fa6f9a2c014db8714e5ddd922e1e0ab5a6941fddc67f67ce,3,Yes
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,91,82,78,71,55,1.99,2.3,18,Bachelor's Degree,1.99,C-,Probation,16/02/2020,98,12.9,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,0,Yes
06df44ad21cf1b493cc0d2e004878ee3089c91d8f8804e508e96fabaa96d1217,1,84,63,62,65,77,2.9,2.9,13,Bachelor's Degree,3.24,B,Low Risk,21/02/2021,97,23.9,Male,0cd1ea188adbe616f6398bfe3b12cedc3aa254e1e50a5bff18cd084ead19805d,3,No
1e93537cf291cb0fa0f4217dab05d035ddfd4e33d44acd2289dd016a9d1af45d,9,55,77,90,86,92,3.32,3.03,15,Bachelor's Degree,3.32,B,Low Risk,16/02/2021,85,20,Female,36a1700b825f6c92d8362c4067a5b07d04445f72ac97a04284c85f65f3da559f,1,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,1,86,76,53,61,68,2.1,2.1,16,Bachelor's Degree,1.75,C-,High Risk,26/09/2020,79.17,14.3,Female,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,0,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,92,62,84,70,69,3.27,3.52,17,Bachelor's Degree,3.27,B,Low Risk,10/09/2021,87,16.8,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
24ef446ca6bf13e5f310f86f8dcea82a8ed75943c22b98768fd5e78906d8ccd8,4,66,94,60,73,51,2.86,2.67,13,Bachelor's Degree,2.86,B-,Medium Risk,03/09/2021,70,23.5,Male,3e439a774a60d884bbe080b422e0b8f49954ae6aa57a85ddfe8675cfd7b121c9,3,Yes
cf482d4785c890ec1edb6b1f5e110181b4301acdc21d1c97d01956a145211384,1,69,88,87,71,73,2.84,2.84,17,Bachelor's Degree,2.76,B-,Medium Risk,06/02/2020,86,24.4,Male,caf4f9423ebf548c8c73a092f2ded830978e01584bd8fb8693da70c45bd3fa60,3,No
d998cdf69c4c274d950eb6ffcb2db38a62ae36a3daf9fc5b390074ac2afd31a5,10,77,90,71,65,63,2.33,2.54,13,Bachelor's Degree,2.33,C+,Medium Risk,14/09/2021,77,16.4,Male,26bda85f75b656a4cf65d7f6c6c3b353ea43b0b1fc0472805a5a96aa7dda0256,1,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,1,75,90,59,73,77,2.11,2.11,17,Bachelor's Degree,1.83,C-,High Risk,15/09/2021,74.32,13.9,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,2,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,1,72,80,52,70,85,2.2,2.2,14,Bachelor's Degree,1.99,C-,High Risk,11/09/2020,78.81,20,Male,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,1,No
29b1a6501907868cfc45809830bd03fa5cade4a11b17d62512466d226f4cc0df,1,90,67,78,84,53,2.42,2.42,16,Bachelor's Degree,2.54,C+,Medium Risk,11/09/2020,87,20.6,Male,1a746867ad17a124130ddaf9573ef4376c6514e24ea8dd9eefedcf13b0ada234,3,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,8,79,92,76,67,58,2.33,2.23,16,Diploma,1.96,C-,High Risk,24/02/2021,77.36,15.3,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,Yes
ef1a758e68fda119bc0a400ae183e770e251bf4fd15233d2246b1b8e9dd9c3cc,8,71,74,65,92,79,3.4,3.63,19,Bachelor's Degree,3.4,B+,Low Risk,13/02/2021,72,24.6,Male,30ed0c9ded4e042bd4183ad1e3ad1e0d96db8d924879626b9ca6dbb829786d0d,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,51,53,83,79,72,3.2,3.42,19,Diploma,3.47,B+,Low Risk,25/09/2020,98,19.9,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
7eb18e6f803f740a14e5260c1a167362a58f5c84647f29a306743317425c9cb4,2,50,65,93,58,52,3.49,3.51,12,Bachelor's Degree,3.49,B+,Low Risk,17/02/2021,77,18.1,Male,e5700f2a6e113bb5cad085a88eff0c85cee042b220f835296b4178c2aacd0739,2,No
65af67de23913bea0f2f23c2a08f504ffea674a5e4a739c0513b0622ad751b92,1,87,61,94,50,83,2.47,2.47,14,Bachelor's Degree,2.21,C,Medium Risk,11/02/2020,93,20.2,Male,024215cd22c69452621ae41e165b429b0d710816b7371a5b08b05c8077ff74dd,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,92,78,78,79,83,2.97,3.06,12,Bachelor's Degree,3.34,B+,Low Risk,15/09/2020,77,24.3,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,Yes
afa1bc30699893c453ddae049df8d58f35b351a1b60638ce768315847cb918ef,1,63,62,90,72,51,2.78,2.78,19,Bachelor's Degree,2.83,B-,Medium Risk,09/02/2020,87,22.7,Female,dca2d1d53240d1b33b72468fd3102a0acf0e8978a319ff18d32438687b66d749,1,No
af6e98854e63ec94f0ebd87303917771228a530f9c4ff7b5695db37aed399a3e,6,77,71,60,85,69,2.08,2.08,15,Bachelor's Degree,2.44,C+,Medium Risk,08/09/2021,92,24.6,Male,2ab1a451e9f70a338549df8ec40c74ed120ca623697c2efe1448925e05a962c7,0,No
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,7,60,84,90,82,91,1.97,2.27,17,Bachelor's Degree,1.97,C-,Probation,04/09/2020,97,17.3,Male,0e9cc63b8ceb32accde69143d02016863abb4799a1c4d55abab2f3d021fd989b,3,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,10,62,87,52,71,65,1.91,2.23,12,Bachelor's Degree,1.91,C-,Probation,10/02/2020,95,19.5,Male,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,2,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,5,88,70,73,90,76,1.82,2.03,13,Diploma,1.82,C-,Probation,28/09/2021,74,12.7,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,0,No
2e24316b8948d75acabba06c8ad704812790466702ac2bc48951602d92e0377e,2,70,58,74,91,51,3.67,3.45,13,Bachelor's Degree,3.4,B+,Low Risk,08/09/2021,96,18.8,Male,181dd85eb4852e72ffd67373faafe412e743ac6e1584693108eb5f6a43c2d583,1,No
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,3,87,91,80,92,91,1.77,1.84,15,Bachelor's Degree,1.47,D+,Dropout,27/09/2020,74,18.9,Female,40a6bf4425e6f2c20b8799bee71e0d13a3df02688a942ef2846cada25dd836bc,3,Yes
a1459c14d6db5e746888060af4a2e4699c5b20e926cfb1685128a0beaf35368a,3,55,93,63,57,79,3.47,3.6,15,Bachelor's Degree,3.46,B+,Low Risk,19/02/2021,70,23.8,Male,385f6591598ceacaf1e4475ca13b3d1ebcfd17251d7d1ccb142bb0dc30e3848d,0,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,8,91,74,92,54,65,1.9,2.19,14,Bachelor's Degree,2.12,C,Probation,07/02/2021,70,8.9,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,2,No
6264107dc523c17e6db6002cdbdabaf3f8dc422a97e840073ebac92b8096f933,1,82,59,53,75,90,3.35,3.35,12,Bachelor's Degree,3.19,B,Low Risk,16/09/2020,84,16.5,Female,ce134267f2044adc4e813df02a76a425e9604d70bcdc9ed6e9ec048369f1793f,0,No
27b66cac634afbe8e7f9dd2147a7804acf3edcc7e9ba99f77255afac8250186e,2,57,53,55,62,82,2.87,3.18,17,Bachelor's Degree,2.87,B-,Medium Risk,16/09/2021,81,20.5,Male,b334b883f1620db8181aa4f20f0406f0aaaa856561b042a6f82248c3d69fceca,2,No
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,5,69,59,84,90,83,1.43,1.52,18,Bachelor's Degree,1.43,D+,Dropout,16/02/2021,74,14.5,Male,fadc65d6cf14523320375ab9fc9dcb3adb058d87963bf6eec12eca052d445a81,1,No
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,5,69,59,84,90,83,1.43,1.52,18,Bachelor's Degree,1.43,D+,Dropout,03/02/2020,74,14.5,Male,d127dc713598b0066ae4c2a3350ceec8e9e6b2bc4f8c83dbc4f85c2981f14f52,3,Yes
88dc072e1ad47996685b9e1183ec36acd708e83ac120c886fc175437564c8197,2,62,85,92,95,60,3.01,3,19,Bachelor's Degree,3.01,B,Low Risk,17/09/2021,72,20.3,Male,64521119693a7de0612fe7b4c43127c8da640d7ffdbbc12b9146ef6f782f920b,3,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,8,93,95,70,81,61,1.89,2.18,19,Diploma,1.89,C-,Probation,08/09/2021,84,17,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
