reg_no,reg_date,attendanceRate,studyHours
f5bed212a862f3dd1f376ede8d46ddc2baa8a278f5f56a0d11b0c878e54e1cb9,04/09/2021,93,21.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/02/2020,78,17.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2020,84,19.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,10/09/2020,91,9.1
d31a0e1092104a80e4542bb86cee2855ae19fc00620731e3d3d9bce10ed691f5,18/02/2020,72,19.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,03/09/2021,83,19.2
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,27/09/2020,80,11
121fa6b380ea014828053f6b2330fb7a519fd531a79047d359327c834e54009e,15/02/2020,77,20.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,21/02/2020,78.05,16.8
ef6f8a57c0b507750d684ff1ca6f55af952dc135ef05f07f3f41509dd2d665e4,16/09/2020,75,21.8
cb8fdbc5d23addbab4b63408ba8efca6bd887e3cda1034bedee8796d59b5d3e5,17/02/2021,78,24.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,14/02/2021,73.53,7.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,16/09/2021,83,19.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/09/2020,70.59,14.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,13/09/2020,89,12.2
89bf656504a5ab304fde89c1acd203f6e459d07a7dc356a39540b9ea97b32ca8,20/09/2020,72,19.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,28/09/2020,71,20.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,09/02/2020,79,6.1
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,11/09/2021,75.55,15.4
4671d1fa0b68da93a8d7d2d40fdcb7cc89d8c729aa742dc9b3c33ea6cf44b4fb,27/02/2021,98,16.2
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,10/02/2020,75,15.3
57400932407554e60ac1bcd88e6ade3c93402958861c5f353a2e47b2b6600693,27/02/2021,70,19.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,28/09/2021,74.88,9.4
5a78d5e2b796fc831e1eb437e43db1ca107aac599b313165e84e878d4721df65,15/09/2020,77,16.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/09/2021,70.67,16.6
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,18/02/2021,95,8.7
74de9f978edab970ea82820c48bcd82962f9531e85b19c3412cc89a40ab88405,15/09/2021,98,20.6
746efe3dcb213b04fbea22d522554ae5d76ed8cbda75be7364a95720dfa5bf4d,28/02/2021,97,17.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,23/09/2020,84,9.9
986be4d6b2c7f681a2b7a38efaaf0a4721a7b289d32d260a6a25ae8021490775,19/09/2020,90,23.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,08/09/2021,90,8.9
e80735a00ac0712aca519a959454dbf24a30224ec1723ac145b41e4a4a0dc965,02/09/2021,86,22.2
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,24/02/2021,79.17,14.3
63a2e94097b77be99e11d6ae137e9b894af2ac377f79ad3696f249f59c69f418,23/09/2021,98,22
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,13/09/2021,70.5,9.4
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,16/09/2020,63.69,7.6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,05/02/2020,74.55,10.9
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2021,82,18.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,28/02/2020,90,11.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,04/09/2021,74.52,8.8
567bc1735c33264e89ec378c627bd1395a2c3b53c9a4d816c2075a9a15c7d6a7,01/09/2021,72,16.2
44d9ad2e5480ace45d74cc1f3944eb4ec2a8fb3c6469ede9c4776efa4dec63d8,14/09/2020,89,17.5
02ef3fa97f07d4be0c3ae914fb57be8c97324ad930387fa2c906cbf9842ad72c,03/09/2020,87,16.2
11e0f3fce276722bd061230d200451c05c95fa498999eaa69c8c4b3bbff1ddbb,26/09/2021,79,17.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,11/02/2021,71,7.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,21/09/2021,79.31,18.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,28/02/2020,77,19.9
764d2795fd258a852e9c6d65e55b850e20658a83a8e02132be35e42bad1bce1e,28/02/2021,92,21.3
177852f6f83001c5c637716d2e0bbf4e307aa3672f28dbd9ba088612ed6518a2,11/09/2021,89,22.5
91a1c404d939253ef2854c3646266cd6595e30abf2289346ba1f6f311e368634,28/09/2021,74.3,10.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,20/02/2020,79.74,9.3
25166326f9e36df5188a9d29d9c695c4ec2b8e36de2210dc436129f60e814756,08/02/2020,78.2,15.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,08/02/2021,80,10.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,14/02/2020,92,11.2
1003e4869797b95556935e56373f79970c219f6928dac4f8277436ac9e6a5c10,25/02/2020,81,17
ddda4dd08b987e0fc972dd9c6d35f780664ad9b51f178b5891d217b235a524d1,15/02/2020,75,19.5
f36149eaeade85feffb64e39cb6f9de5992252d6ddc53ee78a2128f39cafde21,23/09/2020,87,21
12d27bae27712d581727badc3102a17d68c7f32f577e9966a68d5b1dfcc98a2d,01/02/2021,86,17.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,11/02/2020,88,18.5
d074f83ad1330f2780132cfe8e85ef2bd4920ddbef22eb47ca22652b98685a10,10/02/2020,93,16.8
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/02/2021,73,14.2
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,05/09/2021,78.05,16.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,17/09/2020,81,16.6
247fd8ffacce6aa3130f9b25393dc789330de931cf0c08de0b21c1c83ffd617d,19/09/2021,93,15.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,06/09/2020,86,16.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/09/2020,75.5,15.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,20/09/2021,77.98,16
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,16/09/2020,74,12.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,08/09/2020,73,14.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/09/2021,78.78,14
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,15/02/2021,78.78,14
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,22/02/2021,70,8.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/02/2020,84,17
cdfd01bcae5593a977aabd5f14cf20423e8131e87246e9465f70b9722c14e878,10/09/2021,73,15.1
c238fe1b106229a553b260e46648eb3ac226c71d92a723b136091a7ff1a6663f,03/09/2020,75,16.6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,12/09/2021,71.7,6
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,21/02/2021,81,15.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,23/09/2021,73,17.1
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,15/02/2021,73.14,17.4
29bd14fb7ecd941b7b4472d425749cd5ad7de4abf89f7c33357c728013029fdd,07/02/2021,98,20.7
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,28/09/2021,74,18.9
beebbeba71c55117931a7149600bbb024a43c35ebef4bbb99d6e6974fd06e12e,04/09/2021,75,19.3
1e24d8ec5ce9778ef53ed6d5fa1fb907ea0efc6274e374a37a31b47f193b6d58,13/09/2020,87,22.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/02/2021,79.53,14.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,23/02/2021,94,17.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,01/02/2021,82,18.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,09/09/2021,85,16.9
6ba30beaf57b94a0f6fac8066a2bf07d72540d5bbb00af11010401d70990568e,19/02/2020,82,17.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,20/02/2020,94,20.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/09/2021,96,10.9
c4b5e9f163483093c7cc6881e2d3614c93f93ad5e7e31e198bae1f7e7721048f,25/02/2021,90,18
491aa79b9efb0885acd96555905796f62d1c67d334c1d988aec232accce38a16,20/09/2020,70,24.1
898ae89e94230d161dabce74cd0ca9d07ec98aa1b3da9afe40eb25ce89c5a31d,08/02/2021,93,18.1
ac1338a7dc72f10638db8c82801dd13470df3a12f1af498322b65e99f1646bc4,20/09/2020,75,16.5
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,22/02/2021,92,6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/09/2020,78.05,16.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,21/02/2020,81,16.7
345ba4fb7695c5ab16428dd948e4dc61741624daf3afa12a55b3e84b28b0cfca,10/02/2020,92,20.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,02/09/2021,71,11.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,24/02/2021,80,6.7
9db7d2a530a8098b5f57384073f5ad810fde273bb1cfdbca3dc2f3f4053b697a,03/09/2020,95,22.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,11/02/2021,78.05,16.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,06/09/2021,71,17.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,05/09/2020,84,15.4
6df745bd13849ab2a7c25738eaa11367b2e240f4804e8dad2ad661d84f23b947,17/02/2021,87,15.4
ea9693cf77805b9f2493f00809c64beb28d8d5f82dcfba552ac358889f2c289f,27/02/2021,77.95,13.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,09/09/2020,76,10.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,26/09/2021,79.53,14.4
ce68261bb3858b42510a39f915f08c687ab61c8ded7eaa563aff9aa16a1799a7,24/02/2021,92,18.6
361d65aa8852d68eb61c45fcfad1bc95ba2b8de065ab0cc1c5804d4a687f1bce,26/02/2021,96,20.7
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/02/2020,93,21.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,05/02/2020,80,11
debec72f31626978632a127886196b6271c1c693c4bde1e3bc12591a69430667,28/09/2020,90,16.4
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,28/09/2021,75.55,15.4
0108b4eef00a809026c79bb93b36ea31128d9461afb72e79130a22e4409e26e6,03/02/2021,79,20.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,01/09/2021,77.52,12.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,18/02/2021,73,12.7
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,15/02/2020,88,17
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,22/02/2021,74.88,9.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,19/02/2021,77.9,9.9
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,27/09/2021,87,13.7
c58ce83e6b9e1b5d054332efc6937b18e219b4f5404223e72aabf70448aa3730,04/02/2021,98,22.6
ebfeefb7f83920420b662414534d6d152a41b98a99ed2af7176dfd803b212a31,16/09/2020,96,21.3
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,20/02/2020,87,13.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,20/02/2021,78.05,16.8
620218303f1a103e12a4f8c6036c36b5869847d86dcc1347ad4388c001c23883,21/09/2020,74,17.1
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,21/02/2020,77.52,12.6
4df93a04ee1b463204de7193c65889c4a3cfa70090d4a5fc3d4de77a1b7aabaf,23/09/2021,74,21.1
f883a2ce6b3daeeb7840553330f920c6d0a687e3f07c4ba1f7fc493c8cba11aa,21/02/2021,82,19.5
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,04/09/2021,79,20
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,02/09/2020,74.32,13.9
1b1a222dedef52285eafd9400c1b34a8e1e0428ba4bd2d7cdeb591bf7a199294,10/02/2020,79,17.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,04/09/2021,87,13.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,08/02/2020,71.7,6
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,13/09/2020,70.67,16.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,12/09/2021,79,10.7
ab1778f439fabd4b6d32fe2f8598b6e6b24ab3d368ea9a1d0d62919f172a904d,19/09/2021,78,18.4
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,14/09/2020,83,17
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,27/02/2020,76,10.3
1478deef8c43b2d5b67a2f563b57a27c743d5c8c51feefc4c6b37095986bea2c,20/09/2021,97,22
27849130a3c5741c82a8a1f2be759403df2afca33d9e37a636c3011e32a0dabd,09/09/2021,84,17.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,23/02/2020,86,19.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,07/02/2021,83,19.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/09/2021,72,17.5
ce14bf59a495f15dfe77793ba855cc5b83cac9d461bb707577b5f4906eda859c,28/09/2020,89,15.4
8dfaa6e62614e67e42c6300547a8b683f8ad6c12954ec51df984d9198f01a4ae,04/02/2021,86,16.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,18/02/2021,72.14,14
f0a9b347252e195675645739bc8bdb7ffbfbe88fcc50a010b9836c73f6e1de43,02/02/2021,74,16
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,09/09/2021,77.9,9.9
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,04/09/2020,73,8.9
f4a8282f934fb9d8fe7e54b393d537fec5f5abc51a079d9583b7f4fd2aa4baeb,03/09/2021,78,19.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,21/09/2020,70,8.9
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,02/02/2020,70,11.8
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,08/02/2021,82,18.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,26/09/2020,96,10.9
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,03/09/2020,87,13.7
a891cda2ef2511fd027b3b2f4e2cb88d7d721b5c119744d6a70175c4e6a1c8cc,19/09/2020,81,22.2
2e256c0fdae512cabbf71ec40509bebc81c9cb10da1e4fbce52a676d994da74e,27/09/2020,98,19.5
35b8017ebd922da682a03f76151f881311c770705e9ad1dfbbe65dc3a987e0d6,11/09/2020,84,23.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,26/09/2020,85,14.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,09/02/2020,97,17.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/09/2020,73,12.7
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,26/02/2021,80,6.7
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,04/09/2020,70,8.9
7f8841128ab6ddf966b18c6cfbfeb493c3c09dc4604dc6c78e4c0c377c084a6d,05/02/2020,90,24.4
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,12/02/2020,78.05,16.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,19/09/2020,74.95,17.8
ca393f25c63870638413754de56b14e67938cb3a32a4d71c612115cd528c15fd,01/02/2021,88,23.5
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,09/09/2020,89,12.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,05/02/2020,93.19,21.9
ddcd55922f1279a3db2fece072715d58d6384aaf7e047512163abcb49858fc2b,17/09/2021,91,17.9
32aad341b0b3f39ddcf6156ccd9f997b42fb41747726e3aa9345191677b6e8ac,24/02/2020,85,22.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,16/02/2020,95,20.4
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,25/09/2021,78.78,14
3ebad4c15ea3e3d78b6be9d57fc27d543ee351ba14ba623b4c5b80a57cbe2625,17/02/2021,78.34,15.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,15/02/2020,77,19.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,20/09/2020,77,12.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,24/02/2020,84,15.1
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,15/02/2021,89,19.3
e33f8b25e571a9b23baaaf9893d33cfe2a5876ee455abdf7e5c975e9305660e7,02/02/2020,74,16.2
6d07983633b11b80082470b56ec4a32568fc034b967f3f3bbf97a89ee0954f75,28/09/2021,87,17.9
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,14/09/2021,92,6
4aa1747558c3d0f3a59b9a590f29cfe819a4823de4b62a1e6e26ac66d87f5e52,16/02/2020,90,19.6
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,03/09/2021,74,17.1
01dab3d000c55842e2d8e716fd5fcca1d050b41ee3ea5f59f97ca6f71f39a8f2,11/02/2020,91,19.4
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,03/09/2020,73,15.1
e293e22203ff5633b2d55f3854264c6b16edb8027a7c4c517ea9c00acf9e3056,09/09/2020,71,22.8
c226444011de8f54670570c0823a9dc31037d7060888e9ed7ee43d99b3282810,13/02/2021,81,22.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,15/02/2021,82,14
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,04/09/2021,82,18.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2020,74,17.1
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,14/09/2020,81,16.7
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,08/09/2021,79.53,14.4
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,11/09/2021,80,6.7
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,13/09/2021,79,18.8
1491401deb6991ee1eacb1080c41316b6aa45ad9d7e52de132ddd67e1aa4e1ac,24/09/2021,71,19.7
971e2ab0145a0ad57ce7acde37915faebe7f00acfda798552cb596a0be0e3540,11/02/2020,81,23.4
6ea5cb52704c219ff092ce7656e226e101a36fa92434c5666ececba13d2db3af,11/09/2021,86,14.7
137a84f50895c43dcaec74e9699160e209263439f8c46ddb8704977a67d60f1e,12/02/2021,77,15.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,22/09/2020,74,18.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/09/2021,78.81,20
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,27/02/2020,91,9.1
3ee238f945b9a45a76b6ea9e04704eb60e0284dedeec4fc084c6db0c91cd4d5a,03/02/2020,81,23.7
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,04/09/2021,86,9.4
49fda8bf1787b103288f73a28d7702a7338e3aa5d0eefd23a6d0e4eb4a8eb429,26/02/2021,97,16.9
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,18/09/2020,78.05,16.8
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,19/02/2020,86,16.8
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,22/02/2021,83,17
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,14/02/2020,78.05,16.8
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,28/02/2021,75,15.3
923597846cc7275ab983a49724e8301d96eaf7408c16b49d5582fb1b8c83ba17,28/09/2021,71,20.7
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,10/02/2020,79.74,9.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,12/02/2021,63.69,7.6
5ed71c06bbb44c7c582fde0cafc33c0c9fefa936e4ef4ec8d52d08ea8795d8b0,19/02/2020,85,21.5
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,05/09/2020,72,15.2
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,08/09/2021,77,15.2
7a3a0c24b2436461dcb89fca3d8d39ed575f2d548e57dc7ad3af272b74ccfdc6,12/02/2020,83,23.3
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,04/02/2021,92,10.2
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,19/02/2021,80,8.8
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,26/09/2020,72,9.1
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,28/09/2021,71.7,6
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,20/02/2020,70.5,9.4
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,01/02/2021,73.53,7.8
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,09/09/2020,75.55,15.4
47a7ed93dc6aff3b8b992e0f149c00cb554b1c27f2318e86580a386ce89673c7,11/02/2021,90,17.5
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,01/02/2021,98,8.6
1394def1472d7c95e26079dbc09b550ad93f1b25e72e2d98106af5453744d102,28/09/2020,86,14.7
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,19/09/2020,98,12.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,03/09/2021,77.98,16
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,24/09/2020,75,15.3
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,03/02/2020,87,13.7
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,13/09/2020,71,11.3
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,15/09/2021,70.5,9.4
995776d92852d4d563d640eb57b49dd66c4daadd6522e70ac4311ce8a1ae7ae1,06/02/2021,79,23.9
5506f6ffe79188b306aa5fe191c0e03bbc117688f6b5ccb5b6ce7d7f8206ac92,10/02/2021,72,16.2
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,25/02/2021,78.99,11
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,02/02/2020,80,11
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,06/09/2020,94,10.7
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,22/02/2020,98,8
e281b98dd577e5f14a95e7e051fb0079e9fe4d03d1b4185bdff340d596941939,09/02/2020,94,18.7
5f56e2719e108859089f7c3450c9dc258ec0d2dcd14c6b6a2b6380c541d2427c,22/09/2021,91,15.6
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,16/09/2021,70,16.2
57992d0b3f54715814f6b7f3606a114d7100d84a3644c27da01915d3334bd671,14/09/2021,98,15.3
58af000d3d4ab6341f45f570905a7f2fb8edcc57ef8d4ce4cb7184f32baa6b10,07/02/2021,80,17.7
9c9322f095977f2de9e085a279f2bab9713b870350e3ba2c16e2cd994e1f316c,12/02/2020,93,18.5
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,04/09/2021,90,14.9
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,22/02/2021,71.3,19.3
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,17/09/2021,80,10.8
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,02/02/2021,79,20
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,13/09/2020,71.3,19.3
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,01/02/2020,79,17.4
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,10/09/2020,92,6
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,25/09/2020,77.75,13.2
